"","postal_code","school_name","url_address","address","telephone_no","email_address","mrt_desc","bus_desc","dgp_code","zone_code","type_code","nature_code","session_code","mainlevel_code","sap_ind","autonomous_ind","gifted_ind","ip_ind","mothertongue1_code","mothertongue2_code","mothertongue3_code","results.SEARCHVAL","results.BLK_NO","results.ROAD_NAME","results.BUILDING","results.ADDRESS","results.X","results.Y","results.LATITUDE","results.LONGITUDE"
"262",679002,"ZHENGHUA PRIMARY SCHOOL","http://www.zhenghuapri.moe.edu.sg","9    Fajar Road","67697478","zhenghua_ps@moe.edu.sg","LRT: Fajar Station","190, 184, 187, 700, 700A, 921","BUKIT PANJANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MOE KINDERGARTEN @ ZHENGHUA","9","FAJAR ROAD","MOE KINDERGARTEN @ ZHENGHUA","9 FAJAR ROAD MOE KINDERGARTEN @ ZHENGHUA SINGAPORE 679002","20920.4023949644","40155.8313870206","1.37942873617052","103.76970317201"
"263",679287,"CHIJ OUR LADY QUEEN OF PEACE","http://www.chijourladyqueenofpeace.moe.edu.sg/","4    Chestnut Drive","67691529","CHIJOLQP@MOE.EDU.SG","Cashew and Hillview","180, 67, 171, 176, 177, 178, 184, 961, 963, 970","BUKIT PANJANG","WEST","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","CHIJ OUR LADY QUEEN OF PEACE","4","CHESTNUT DRIVE","CHIJ OUR LADY QUEEN OF PEACE","4 CHESTNUT DRIVE CHIJ OUR LADY QUEEN OF PEACE SINGAPORE 679287","20665.4072236279","38737.7066427004","1.366603668561","103.767412204602"
"264",679676,"BUKIT PANJANG PRIMARY SCHOOL","http://www.bukitpanjangpri.moe.edu.sg","109  CASHEW ROAD","67691912","BPPS@MOE.EDU.SG","From Pending LRT station to Choa Chu Kang MRT station","75, 184","BUKIT PANJANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","ACE @ WORK ENRICHMENT PTE LTD (BT PANJANG PRIMARY)","109","CASHEW ROAD","ACE @ WORK ENRICHMENT PTE LTD (BT PANJANG PRIMARY)","109 CASHEW ROAD ACE @ WORK ENRICHMENT PTE LTD (BT PANJANG PRIMARY) SINGAPORE 679676","20888.5750349946","39500.3618246447","1.37350089986584","103.769417337654"
"265",679697,"ASSUMPTION PATHWAY SCHOOL","http://www.aps.edu.sg","30   Cashew Road","62793000","aps@schools.gov.sg","DOWNTOWN LINE 2, CASHEW MRT","SBS Transit No 170    SMRT No 67, 75, 171, 176, 178, 184, 961, 963 & 970","BUKIT PANJANG","WEST","SPECIALISED SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","ASSUMPTION PATHWAY SCHOOL","30","CASHEW ROAD","ASSUMPTION PATHWAY SCHOOL","30 CASHEW ROAD ASSUMPTION PATHWAY SCHOOL SINGAPORE 679697","20503.7068768945","39076.8485643137","1.3696707043227","103.765959130581"
"266",679938,"GREENRIDGE SECONDARY SCHOOL","http://www.greenridgesec.moe.edu.sg","32   BUKIT PANJANG RING ROAD","67601052","gss@moe.edu.sg","BANGKIT LRT","722, 920, 922, 971, 972, 972M, 976","BUKIT PANJANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","GREENRIDGE SECONDARY SCHOOL","32","BUKIT PANJANG RING ROAD","GREENRIDGE SECONDARY SCHOOL","32 BUKIT PANJANG RING ROAD GREENRIDGE SECONDARY SCHOOL SINGAPORE 679938","21379.5029344708","40425.1360503398","1.38186433722811","103.773828466913"
"267",679944,"BEACON PRIMARY SCHOOL","https://beaconpri.moe.edu.sg/","36   Bukit Panjang Ring Road","67697255","beaconprisch@moe.edu.sg","Bangkit LRT, Fajar LRT Station","920, 922, 971, 972, 972A, 972M, 976","BUKIT PANJANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","BEACON PRIMARY SCHOOL","36","BUKIT PANJANG RING ROAD","BEACON PRIMARY SCHOOL","36 BUKIT PANJANG RING ROAD BEACON PRIMARY SCHOOL SINGAPORE 679944","21357.64699852","40655.688190354","1.38394936211823","103.773632022975"
"268",679946,"WEST SPRING PRIMARY SCHOOL","http://www.westspringpri.moe.edu.sg","60   Bukit Panjang Ring Road","63144192","westspring_ps@moe.edu.sg","Jelapang LRT","920, 922","BUKIT PANJANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MOE KINDERGARTEN @ WEST SPRING","60","BUKIT PANJANG RING ROAD","MOE KINDERGARTEN @ WEST SPRING","60 BUKIT PANJANG RING ROAD MOE KINDERGARTEN @ WEST SPRING SINGAPORE 679946","20552.577593673","41234.0562994163","1.38917971808454","103.76639772288"
"269",688258,"JURONG PIONEER JUNIOR COLLEGE","http://jpjc.moe.edu.sg","21   Teck Whye Walk","+65 6564 6878","jpjc@moe.edu.sg","Choa Chu Kang / Bt Panjang / Phoenix Station (LRT)","975, 190, 985","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","FULL DAY","JUNIOR COLLEGE","No","No","No","No","Chinese","Malay","Tamil","JURONG PIONEER JUNIOR COLLEGE","21","TECK WHYE WALK","JURONG PIONEER JUNIOR COLLEGE","21 TECK WHYE WALK JURONG PIONEER JUNIOR COLLEGE SINGAPORE 688258","19214.5432963269","40702.7122574467","1.38437406410733","103.75437461519"
"270",688261,"TECK WHYE PRIMARY SCHOOL","http://www.teckwhyepri.moe.edu.sg","11   TECK WHYE WALK","67691025","twps@moe.edu.sg","Choa Chu Kang MRT & LRT","975, 190 & 985","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","SHG STUDENT CARE (TECK WHYE PRIMARY SCHOOL)","11","TECK WHYE WALK","SHG STUDENT CARE (TECK WHYE PRIMARY SCHOOL)","11 TECK WHYE WALK SHG STUDENT CARE (TECK WHYE PRIMARY SCHOOL) SINGAPORE 688261","19164.4558974076","40648.8130902648","1.38388660469396","103.753924558586"
"271",688268,"UNITY PRIMARY SCHOOL","http://www.unitypri.moe.edu.sg","21   CHOA CHU KANG CRESCENT","67676750","UNITY_PS@MOE.EDU.SG","Yew Tee MRT","TIBs 302","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","na","ALPHAJOY STUDENT CARE CENTRE","21","CHOA CHU KANG CRESCENT","ALPHAJOY STUDENT CARE CENTRE","21 CHOA CHU KANG CRESCENT ALPHAJOY STUDENT CARE CENTRE SINGAPORE 688268","18371.796668564","42738.3144028578","1.40278303219036","103.746801233973"
"272",688845,"CHUA CHU KANG SECONDARY SCHOOL","http://www.chuachukangsec.moe.edu.sg","3    TECK WHYE CRESCENT","67655228","CCKSS@MOE.EDU.SG","CHOA CHU KANG MRT","190, 307, 975, 982E, 985","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","CHUA CHU KANG SECONDARY SCHOOL","3","TECK WHYE CRESCENT","CHUA CHU KANG SECONDARY SCHOOL","3 TECK WHYE CRESCENT CHUA CHU KANG SECONDARY SCHOOL SINGAPORE 688845","18936.729485549","40571.8260801956","1.38319029263484","103.751878290333"
"273",688848,"TECK WHYE SECONDARY SCHOOL","http://www.teckwhyesec.moe.edu.sg","31   TECK WHYE CRESCENT","67691386","TWSS@MOE.EDU.SG","CHUA CHU KANG MRT, PHOENIX LRT","975, 985, 190, 982E","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","TECK WHYE SECONDARY SCHOOL","31","TECK WHYE CRESCENT","TECK WHYE SECONDARY SCHOOL","31 TECK WHYE CRESCENT TECK WHYE SECONDARY SCHOOL SINGAPORE 688848","19295.6301955935","40587.7294842005","1.38333422637073","103.75510327583"
"274",689100,"YEW TEE PRIMARY SCHOOL","http://www.yewteepri.moe.edu.sg","10   CHOA CHU KANG ST 64","67670027","YTPS@MOE.EDU.SG","Yew Tee MRT Station","307","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","PRO-TEACH SCHOOLCARE (YEW TEE PRIMARY)","10","CHOA CHU KANG STREET 64","PRO-TEACH SCHOOLCARE (YEW TEE PRIMARY)","10 CHOA CHU KANG STREET 64 PRO-TEACH SCHOOLCARE (YEW TEE PRIMARY) SINGAPORE 689100","18930.0708015431","42068.5415837038","1.39672603497195","103.751817992962"
"275",689143,"UNITY SECONDARY SCHOOL","http://www.unitysec.moe.edu.sg","20   CHOA CHU KANG STREET 62","67671070","UNITY_SS@MOE.EDU.SG","YEW TEE MRT","307","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","UNITY SECONDARY SCHOOL","20","CHOA CHU KANG STREET 62","UNITY SECONDARY SCHOOL","20 CHOA CHU KANG STREET 62 UNITY SECONDARY SCHOOL SINGAPORE 689143","18284.9462911766","42432.2689475045","1.40001524119441","103.74602091483"
"276",689189,"KRANJI PRIMARY SCHOOL","http://kranjipri.moe.edu.sg","11   CHOA CHU KANG STREET 54","67634812","kranji_ps@moe.edu.sg","Yew Tee MRT","Bus No 307, 302","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MOE KINDERGARTEN @ KRANJI","11","CHOA CHU KANG STREET 54","MOE KINDERGARTEN @ KRANJI","11 CHOA CHU KANG STREET 54 MOE KINDERGARTEN @ KRANJI SINGAPORE 689189","18375.155506717","41732.8902870435","1.39369034929329","103.746831748711"
"277",689285,"DE LA SALLE SCHOOL","http://www.delasalle.moe.edu.sg","11   Choa Chu Kang St 52","67667675","dlss@moe.edu.sg","YEW TEE MRT","TIBS 302, 979","CHOA CHU KANG","WEST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","DE LA SALLE SCHOOL","11","CHOA CHU KANG STREET 52","DE LA SALLE SCHOOL","11 CHOA CHU KANG STREET 52 DE LA SALLE SCHOOL SINGAPORE 689285","17971.195454672","41845.4133931287","1.3947078296399","103.743201812831"
"278",689333,"KRANJI SECONDARY SCHOOL","http://www.kranjisec.moe.edu.sg","61   CHOA CHU KANG STREET 51","67662464","kranji_ss@moe.edu.sg","CHUA CHU KANG MRT, YEW TEE MRT","302","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","KRANJI SECONDARY SCHOOL","61","CHOA CHU KANG STREET 51","KRANJI SECONDARY SCHOOL","61 CHOA CHU KANG STREET 51 KRANJI SECONDARY SCHOOL SINGAPORE 689333","17747.3609606959","41330.5036858637","1.39005109871311","103.741190664845"
"279",689621,"REGENT SECONDARY SCHOOL","http://regentsec.moe.edu.sg","50   CHOA CHU KANG NORTH 5","67653828","REGENT_SS@MOE.EDU.SG","YEW TEE MRT, CHOA CHU KANG MRT","307, 160, 170, 178, 925, 927, 960, 961, 979","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","REGENT SECONDARY SCHOOL","50","CHOA CHU KANG NORTH 5","REGENT SECONDARY SCHOOL","50 CHOA CHU KANG NORTH 5 REGENT SECONDARY SCHOOL SINGAPORE 689621","18842.8552409327","41687.3977799285","1.39327908335682","103.751034411529"
"280",689762,"SOUTH VIEW PRIMARY SCHOOL","http://www.southviewpri.moe.edu.sg","6    Choa Chu Kang Central","67697176","SVPS@MOE.EDU.SG","Choa Chu Kang MRT Station","307 / South View LRT Station","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","PRO-TEACH SCHOOLCARE (SOUTH VIEW PRIMARY)","6","CHOA CHU KANG CENTRAL","PRO-TEACH SCHOOLCARE (SOUTH VIEW PRIMARY)","6 CHOA CHU KANG CENTRAL PRO-TEACH SCHOOLCARE (SOUTH VIEW PRIMARY) SINGAPORE 689762","18410.9318699865","40377.3373044748","1.38143123987698","103.747153671"
"281",689809,"BUKIT PANJANG GOVT. HIGH SCHOOL","http://www.bpghs.moe.edu.sg","7    CHOA CHU KANG AVE 4","67691031","BPGHS@MOE.EDU.SG","CHOA CHU KANG MRT","300, 983","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil","BUKIT PANJANG GOVERNMENT HIGH SCHOOL","7","CHOA CHU KANG AVENUE 4","BUKIT PANJANG GOVERNMENT HIGH SCHOOL","7 CHOA CHU KANG AVENUE 4 BUKIT PANJANG GOVERNMENT HIGH SCHOOL SINGAPORE 689809","17432.4458359294","40467.0724023171","1.38224243360043","103.738361221869"
"282",689814,"CONCORD PRIMARY SCHOOL","http://www.concordpri.moe.edu.sg/","3    CHOA CHU KANG AVE 4","67632139","CONCORD_PS@MOE.EDU.SG","Choa Chu Kang MRT Station","Bus 300 and 983","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","BIG HEART STUDENT CARE (CONCORD PRIMARY SCHOOL)","3","CHOA CHU KANG AVENUE 4","BIG HEART STUDENT CARE (CONCORD PRIMARY SCHOOL)","3 CHOA CHU KANG AVENUE 4 BIG HEART STUDENT CARE (CONCORD PRIMARY SCHOOL) SINGAPORE 689814","17231.3486815896","40248.4434567168","1.38026516111464","103.736554295636"
"283",689905,"CHUA CHU KANG PRIMARY SCHOOL","http://www.chuachukangpri.moe.edu.sg","20   CHOA CHU KANG AVENUE 2","67661574","cckps@moe.edu.sg","Choa Chu Kang MRT Station and Southview LRT Station","Bus Service 300, 301 and NR3 along Chua Chu Kang Ave 2 Bus Service 172, 301, 991 along Chua Chu Kang Ave 1","CHOA CHU KANG","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","CHUA CHU KANG PRIMARY SCHOOL","20","CHOA CHU KANG AVENUE 2","CHUA CHU KANG PRIMARY SCHOOL","20 CHOA CHU KANG AVENUE 2 CHUA CHU KANG PRIMARY SCHOOL SINGAPORE 689905","17818.7829598142","39971.2903354876","1.37775890093367","103.741832917421"
"284",737758,"SPECTRA SECONDARY SCHOOL","https://www.spectra.edu.sg","1    WOODLANDS DRIVE 64","64660775","spectra@schools.gov.sg","ADMIRALTY MRT","901M, 904, 912, 913, 962, 964, 965, 969","WOODLANDS","NORTH","SPECIALISED SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","SPECTRA SECONDARY SCHOOL","1","WOODLANDS DRIVE 64","SPECTRA SECONDARY SCHOOL","1 WOODLANDS DRIVE 64 SPECTRA SECONDARY SCHOOL SINGAPORE 737758","24748.4707526173","46525.8443958983","1.43703750789961","103.804100467487"
"285",737803,"RIVERSIDE PRIMARY SCHOOL","http://www.riversidepri.moe.edu.sg","110  Woodlands Crescent","63654490","riverside_ps@moe.edu.sg","Admiralty MRT Station","Bus No 913 and Bus No 964","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MERCU STUDENT CARE CENTRE @ RIVERSIDE PRIMARY SCHOOL","110","WOODLANDS CRESCENT","MERCU STUDENT CARE CENTRE @ RIVERSIDE PRIMARY SCHOOL","110 WOODLANDS CRESCENT MERCU STUDENT CARE CENTRE @ RIVERSIDE PRIMARY SCHOOL SINGAPORE 737803","24502.3868994378","47627.9217809848","1.44700426493785","103.801889031334"
"286",737888,"INNOVA PRIMARY SCHOOL","http://www.innovapri.moe.edu.sg/","80   Woodlands Drive 17","68944693","innova_pri@moe.edu.sg","Woodlands","900A (weekdays only - 7.00 am to 8.30 am & 4.30 pm to 6.30 pm), 901","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","INNOVA PRIMARY SCHOOL","80","WOODLANDS DRIVE 17","INNOVA PRIMARY SCHOOL","80 WOODLANDS DRIVE 17 INNOVA PRIMARY SCHOOL SINGAPORE 737888","23246.8971469188","45633.4723797198","1.42896700684852","103.790607539185"
"287",737913,"SINGAPORE SPORTS SCHOOL","http://www.sportsschool.edu.sg","1    Champions Way","67660100","enquire@sportsschool.edu.sg","Woodlands South MRT","665, 900A, 901, 901M","WOODLANDS","NORTH","SPECIALISED INDEPENDENT SCHOOL","CO-ED SCHOOL","FULL DAY","MIXED LEVELS","No","No","No","No","Chinese","Malay","Tamil","SINGAPORE SPORTS SCHOOL","1","CHAMPIONS WAY","SINGAPORE SPORTS SCHOOL","1 CHAMPIONS WAY SINGAPORE SPORTS SCHOOL SINGAPORE 737913","23117.4954931987","45350.8892124798","1.42641140556342","103.789444793951"
"288",737916,"ADMIRALTY SECONDARY SCHOOL","http://www.admiraltysec.moe.edu.sg","31   WOODLANDS CRESCENT","63651733","Admiralty_SS@moe.edu.sg","ADMIRALTY MRT","904","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","ADMIRALTY SECONDARY SCHOOL","31","WOODLANDS CRESCENT","ADMIRALTY SECONDARY SCHOOL","31 WOODLANDS CRESCENT ADMIRALTY SECONDARY SCHOOL SINGAPORE 737916","24559.0472937012","47504.7873554379","1.44589068910993","103.802398196596"
"289",737924,"CHRIST CHURCH SECONDARY SCHOOL","http://www.christchurchsec.moe.edu.sg","20   WOODLANDS DRIVE 17","68933297","ccss@moe.edu.sg","WOODLANDS MRT, WOODLANDS SOUTH MRT","901, 901M, 665","WOODLANDS","NORTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","LIGHT OF CHRIST CHURCH WOODLANDS","20","WOODLANDS DRIVE 17","LIGHT OF CHRIST CHURCH WOODLANDS","20 WOODLANDS DRIVE 17 LIGHT OF CHRIST CHURCH WOODLANDS SINGAPORE 737924","23511.7159437109","45365.0813252199","1.42653981910601","103.792987223691"
"290",737942,"GREENWOOD PRIMARY SCHOOL","http://www.greenwoodpri.moe.edu.sg","11   WOODLANDS  DR  62","63666158","greenwood_ps@moe.edu.sg","Admiralty MRT Station","912, 913, 962","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","GREENWOOD PRIMARY SCHOOL","11","WOODLANDS DRIVE 62","GREENWOOD PRIMARY SCHOOL","11 WOODLANDS DRIVE 62 GREENWOOD PRIMARY SCHOOL SINGAPORE 737942","24818.0410170276","46842.3174743224","1.43989958331782","103.804725587384"
"291",738079,"WOODGROVE PRIMARY SCHOOL","http://www.woodgrovepri.moe.edu.sg/","2    WOODLANDS DRIVE 14","68943371","WOODGROVE_PS@MOE.EDU.SG","Woodlands MRT Station","901","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","COMMIT LEARNING SCHOOLHOUSE @ WOODGROVE PRIMARY SCHOOL","2","WOODLANDS DRIVE 14","COMMIT LEARNING SCHOOLHOUSE @ WOODGROVE PRIMARY SCHOOL","2 WOODLANDS DRIVE 14 COMMIT LEARNING SCHOOLHOUSE @ WOODGROVE PRIMARY SCHOOL SINGAPORE 738079","23204.9254116695","46050.2524968032","1.43273620725049","103.79023031392"
"292",738239,"WOODLANDS RING SECONDARY SCHOOL","http://www.woodlandsringsec.moe.edu.sg","10   WOODLANDS RING ROAD","63643712","wrss@moe.edu.sg","ADMIRALTY MRT","912","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","WOODLANDS RING SECONDARY SCHOOL","10","WOODLANDS RING ROAD","WOODLANDS RING SECONDARY SCHOOL","10 WOODLANDS RING ROAD WOODLANDS RING SECONDARY SCHOOL SINGAPORE 738239","24308.6728630271","46465.1933193207","1.43648894729939","103.800148469692"
"293",738240,"WOODLANDS RING PRIMARY SCHOOL","HTTP://www.woodlandsringpri.moe.edu.sg","11   WOODLANDS RING ROAD","63643679","WRPS@MOE.EDU.SG","Admiralty MRT Station","912","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","POWERLIFE STUDENT SERVICES","11","WOODLANDS RING ROAD","POWERLIFE STUDENT SERVICES","11 WOODLANDS RING ROAD POWERLIFE STUDENT SERVICES SINGAPORE 738240","24004.4034421528","46284.1696799081","1.43485179380236","103.79741434351"
"294",738489,"EVERGREEN SECONDARY SCHOOL","http://www.evergreensec.moe.edu.sg","11   WOODLANDS STREET 83","63656392","EVERGREEN_SS@MOE.EDU.SG","WOODLANDS MRT","911","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","EVERGREEN SECONDARY SCHOOL","11","WOODLANDS STREET 83","EVERGREEN SECONDARY SCHOOL","11 WOODLANDS STREET 83 EVERGREEN SECONDARY SCHOOL SINGAPORE 738489","23639.7815383626","47018.3404796105","1.44149131273737","103.794137756171"
"295",738524,"RIVERSIDE SECONDARY SCHOOL","http://www.riversidesec.moe.edu.sg","3    WOODLANDS STREET 81","62699631","RIVERSIDE_SS@MOE.EDU.SG","WOODLANDS MRT","858, 900, 911, 913, 964, 962, 965, 969, 169, 903","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","RIVERSIDE SECONDARY SCHOOL","3","WOODLANDS STREET 81","RIVERSIDE SECONDARY SCHOOL","3 WOODLANDS STREET 81 RIVERSIDE SECONDARY SCHOOL SINGAPORE 738524","22991.0453311065","46975.256819712","1.44110157139127","103.78830823641"
"296",738525,"QIHUA PRIMARY SCHOOL","http://www.qihuapri.moe.edu.sg","5    WOODLANDS STREET 81","62696250","QIHUA_PS@MOE.EDU.SG","Woodlands MRT Station","911, 900","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","POWERLIFE STUDENT SERVICES @ QIHUA PRIMARY SCHOOL","5","WOODLANDS STREET 81","POWERLIFE STUDENT SERVICES @ QIHUA PRIMARY SCHOOL","5 WOODLANDS STREET 81 POWERLIFE STUDENT SERVICES @ QIHUA PRIMARY SCHOOL SINGAPORE 738525","22994.5556907868","47078.5773993656","1.44203596557592","103.788339762066"
"297",738853,"WOODLANDS PRIMARY SCHOOL","http://www.woodlandspri.moe.edu.sg","10   WOODLANDS DRIVE 50","62697410","wdp@moe.edu.sg","Woodlands","912 & 912E","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL","10","WOODLANDS DRIVE 50","COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL","10 WOODLANDS DRIVE 50 COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL SINGAPORE 738853","23378.645416881","46475.5760247037","1.43658270720199","103.791791282236"
"298",738907,"ADMIRALTY PRIMARY SCHOOL","https://admiraltypri.moe.edu.sg/","11   WOODLANDS CIRCLE","63620598","ADMIRALTY_PS@MOE.EDU.SG","Admiralty Station","TIBS 965, 964, 913","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","FULL DAY","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","ADMIRALTY PRIMARY SCHOOL","11","WOODLANDS CIRCLE","ADMIRALTY PRIMARY SCHOOL","11 WOODLANDS CIRCLE ADMIRALTY PRIMARY SCHOOL SINGAPORE 738907","24296.6250855923","47144.7700594738","1.4426347903311","103.800040119743"
"299",738908,"EVERGREEN PRIMARY SCHOOL","http://www.evergreenpri.moe.edu.sg/","31   WOODLANDS CIRCLE","63687705","EVERGREEN_PS@MOE.EDU.SG","Admiralty","913(front), 911 & 858(back)","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","BIG HEART STUDENT CARE @ EVERGREEN","31","WOODLANDS CIRCLE","BIG HEART STUDENT CARE @ EVERGREEN","31 WOODLANDS CIRCLE BIG HEART STUDENT CARE @ EVERGREEN SINGAPORE 738908","23685.1394134862","47312.1421118006","1.44414835451585","103.794545295922"
"300",738927,"MARSILING PRIMARY SCHOOL","http://www.marsilingpri.moe.edu.sg","31   WOODLANDS CENTRE ROAD","62696193","MARSILING_PS@MOE.EDU.SG","Marsiling MRT Station","856, 911, 912","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","NASCANS @ MARSILING","31","WOODLANDS CENTRE ROAD","NASCANS @ MARSILING","31 WOODLANDS CENTRE ROAD NASCANS @ MARSILING SINGAPORE 738927","21358.3506686054","46182.1604909152","1.43392876015922","103.773637073788"
"301",738990,"WOODGROVE SECONDARY SCHOOL","https://woodgrovesec.moe.edu.sg/","3    WOODLANDS AVENUE 6","68932564","woodgrove_ss@moe.edu.sg","WOODLANDS MRT, WOODLANDS SOUTH MRT","901, 901M","WOODLANDS","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","WOODGROVE SECONDARY SCHOOL","3","WOODLANDS AVENUE 6","WOODGROVE SECONDARY SCHOOL","3 WOODLANDS AVENUE 6 WOODGROVE SECONDARY SCHOOL SINGAPORE 738990","23852.2922348054","45561.7290254179","1.42831828137013","103.79604758539"
